molecule_chembl_id,canonical_smiles,standard_value_norm
CHEMBL1254278,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccnc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1254355,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cnn(CC(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1254356,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cnn(C(C)(C)C)c4)c(Cl)c3)c21,940.0
CHEMBL1253194,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)c(Cl)c3)c21,220.0
CHEMBL1254437,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1Cl,260.0
CHEMBL1254190,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1254515,COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2Cl)cc1C(F)(F)F,10000.0
CHEMBL1254595,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(N5CCOCC5)c(C(F)(F)F)c4)c(Cl)c3)c21,610.0
CHEMBL1254671,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)c(Cl)c3)c21,4500.0
CHEMBL1254755,CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc2C(F)(F)F)CC1,14.0
CHEMBL1254839,CN1CCC(Oc2ccc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc2C(F)(F)F)CC1,270.0
CHEMBL1254840,COc1cc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2Cl)cc(C(F)(F)F)c1,10000.0
CHEMBL1254927,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(N5CCOCC5)cc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1255013,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(CN5CCOCC5)cc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1255097,CN1CCN(Cc2cc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc(C(F)(F)F)c2)CC1,390.0
CHEMBL1253838,COCCn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,27000.0
CHEMBL1253916,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2ncnc3ccn(CCO)c23)cc1Cl,10000.0
CHEMBL1253837,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2ncnc3ccn(CCOCCO)c23)cc1Cl,6500.0
CHEMBL1255098,Cn1c(CO)cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1253917,COCc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1C,10000.0
CHEMBL1254006,Cn1c(C(C)(C)O)cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1254007,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,10000.0
CHEMBL1258913,O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,14.0
CHEMBL1270230,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,10000.0
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,50000.0
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,13100.0
CHEMBL1762549,COCCN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,720.0
CHEMBL1762535,COc1cncc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,140.0
CHEMBL1762534,COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,998.0
CHEMBL1762533,COc1ccnc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,1380.0
CHEMBL1762532,Cc1ccc(C(C)O)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,1550.0
CHEMBL1762531,CN(c1ccc(Cl)c(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,56.0
CHEMBL1762530,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,3340.0
CHEMBL1762529,COc1cc(CO)cc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,447.0
CHEMBL1762528,CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,738.0
CHEMBL1762527,COc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,350.0
CHEMBL1762526,Cc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,1580.0
CHEMBL1762525,COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,183.0
CHEMBL1762524,CN(c1cccc(Cl)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,112.0
CHEMBL1762523,Cc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,501.0
CHEMBL1762522,Cc1ccccc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,662.0
CHEMBL1762521,CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,313.0
CHEMBL1766529,CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,10000.0
CHEMBL1738758,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,10000.0
CHEMBL1784725,CCOC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13,74.0
CHEMBL1784718,N#CC1=C2C(=NC1=O)c1cccc3cccc2c13,4500.0
CHEMBL1784719,CCCSc1ccc2c3c(cccc13)C1=NC(=O)C(C#N)=C12,10000.0
CHEMBL1784720,C=CCSc1ccc2c3c(cccc13)C1=NC(=O)C(C#N)=C12,10000.0
CHEMBL1784705,CC(C)Sc1ccc2c3c(cccc13)C1=NC(=O)C(C#N)=C12,10000.0
CHEMBL1782083,N#CC1=C2C(=NC1=O)c1cccc3c(SCCc4cnccn4)ccc2c13,10000.0
CHEMBL1784721,N#CC1=C2C(=NC1=O)c1cccc3c(SCCO)ccc2c13,10000.0
CHEMBL1784722,CC1OCCC1Sc1ccc2c3c(cccc13)C1=NC(=O)C(C#N)=C12,10000.0
CHEMBL1784723,CC(Sc1ccc2c3c(cccc13)C1=NC(=O)C(C#N)=C12)C1(C)CSCO1,3600.0
CHEMBL1784724,N#CC1=C2C(=NC1=O)c1cccc3c(SCCN4CCSC4)ccc2c13,10000.0
CHEMBL1784726,CCCSc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)OCC)=C12,10000.0
CHEMBL1784727,C=CCSc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)OCC)=C12,485.0
CHEMBL1784728,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SC(C)C)ccc2c13,10000.0
CHEMBL1784729,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCc4cnccn4)ccc2c13,2100.0
CHEMBL1784730,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCO)ccc2c13,320.0
CHEMBL1784731,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SC4CCOC4C)ccc2c13,10000.0
CHEMBL1784732,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SC(C)C4(C)CSCO4)ccc2c13,10000.0
CHEMBL1784733,CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCN4CCSC4)ccc2c13,10000.0
CHEMBL1784734,C=CCOC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13,19.0
CHEMBL1784735,CCCSC(=O)COC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13,65.0
CHEMBL1784736,O=C(COC(=O)C1=C2C(=NC1=O)c1cccc3cccc2c13)OCC(F)(F)C(F)(F)F,77.0
CHEMBL1784737,C=CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCC)ccc2c13,10000.0
CHEMBL1784738,C=CCOC(=O)C1=C2C(=NC1=O)c1cccc3c(SCC=C)ccc2c13,216.0
CHEMBL1784739,CCCSC(=O)COC(=O)C1=C2C(=NC1=O)c1cccc3c(SCCC)ccc2c13,10000.0
CHEMBL1784740,C=CCSc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)OCC(=O)SCCC)=C12,577.0
CHEMBL1784741,CCCSc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)OCC(=O)OCC(F)(F)C(F)(F)F)=C12,10000.0
CHEMBL1784742,C=CCSc1ccc2c3c(cccc13)C1=NC(=O)C(C(=O)OCC(=O)OCC(F)(F)C(F)(F)F)=C12,424.0
CHEMBL1784637,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,1.8
CHEMBL1782188,O=C(c1cccs1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0
CHEMBL1782187,O=C(c1ccc[nH]1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0
CHEMBL1782186,CCOc1cccc2cc(C(=O)N3N=C(c4cccnc4)CC3c3ccccc3O)oc12,10000.0
CHEMBL1782185,O=C(c1ccc(Br)o1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0
CHEMBL1782182,O=C(c1cccc(-n2cccn2)c1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0
CHEMBL1779593,O=C(c1ccco1)N1N=C(c2cccnc2)CC1c1ccccc1O,10000.0
CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,65.0
CHEMBL1807446,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,25000.0
CHEMBL1813632,O=C(Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,10000.0
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,2.9
CHEMBL1916359,[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl,10000.0
CHEMBL1614725,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,10000.0
CHEMBL1929238,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,30000.0
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,15000.0
CHEMBL1933576,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,10000.0
CHEMBL1933582,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,10000.0
CHEMBL1933538,O=C(c1cc2cc(F)ccc2[nH]1)N1C[C@]2(CCN(C3CCCNC3)C2)c2ccccc21,30000.0
CHEMBL1933550,O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21,30000.0
CHEMBL1933551,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccccc5[nH]4)c4ccccc43)C2)CN1,30000.0
CHEMBL1933552,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccc(F)cc5[nH]4)c4ccccc43)C2)CN1,22700.0
CHEMBL1934327,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)cc4)ncnc3c2)CC1,10000.0
CHEMBL1945559,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O,10000.0
CHEMBL1945804,Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,200.0
CHEMBL1945803,CN(C)CCCc1cncc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,11.0
CHEMBL1945498,CN(C)CCCc1ccc(C(F)(F)F)c(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,4100.0
CHEMBL1945497,CN(C)CCCc1ccc(OC(F)(F)F)c(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,2000.0
CHEMBL1945173,COc1ccc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,1000.0
CHEMBL1945172,CN(C)CCCc1ccc(Cl)c(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,2800.0
CHEMBL1945171,Cc1ccc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,1600.0
CHEMBL1945170,CN(C)CCCc1cccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,12.0
CHEMBL2010872,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,13.0
CHEMBL1980297,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,188.0
CHEMBL460472,COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,25000.0
CHEMBL2031893,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,1000.0
CHEMBL2035810,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3ccccn3)c(Cl)c2)n1,3000.0
CHEMBL2048912,CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,10000.0
CHEMBL2071457,C[C@H](NC(=O)c1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,3480.0
CHEMBL2088089,Cc1cc(Nc2nc(NCCc3cccnc3)ncc2Br)n[nH]1,501.19
CHEMBL2088090,C=CCNc1ncc(Br)c(Nc2cc(C)[nH]n2)n1,630.96
CHEMBL2088091,Cc1cc(CNc2ncc(Br)c(Nc3cc(C)[nH]n3)n2)on1,63.1
CHEMBL2088092,Cc1cc(Nc2nc(NCc3cc(C(C)(C)C)no3)ncc2Br)n[nH]1,31.62
CHEMBL2088093,COCCCc1cc(Nc2nc(NCc3cc(C)no3)ncc2Br)n[nH]1,63.1
CHEMBL2088094,CCCc1cc(Nc2nc(NCc3cc(C)no3)ncc2Br)n[nH]1,10.0
CHEMBL2088095,Cc1cc(CNc2ncc(Br)c(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,2.512
CHEMBL2088096,COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)n[nH]2)cc(OC)c1,1.995
CHEMBL2088097,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,31.62
CHEMBL2088098,Cc1cc(CNc2nccc(Nc3cc(C)[nH]n3)n2)on1,79.43
CHEMBL2088099,COCCCc1cc(Nc2ccnc(NCc3cc(C)no3)n2)n[nH]1,79.43
CHEMBL2088100,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,7.943
CHEMBL2088101,Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1,199.53
CHEMBL2088102,Cc1cc(Nc2nc(NCCCc3c[nH]nc3C)ncc2Br)n[nH]1,125.89
CHEMBL2088103,Cc1cc(Nc2nc(NCCc3ccco3)ncc2Br)n[nH]1,199.53
CHEMBL2088104,Cc1cnc(CNc2ncc(Br)c(Nc3cc(C)[nH]n3)n2)cn1,100.0
CHEMBL2088105,Cc1cc(CCNc2ncc(Br)c(Nc3cc(C)[nH]n3)n2)on1,398.11
CHEMBL2088106,Cc1cc(Nc2nc(NCc3ncccc3C)ncc2Br)n[nH]1,79.43
CHEMBL2088107,Cc1cc(Nc2nc(NCc3cc(C(=O)N4CCCC4)no3)ncc2Br)n[nH]1,5011.87
CHEMBL2088108,Cc1cc(Nc2ccnc(NCc3cc(C4CC4)no3)n2)n[nH]1,25.12
CHEMBL2088109,Cc1cc(Nc2ccnc(NCc3cc(C(N)=O)no3)n2)n[nH]1,100.0
CHEMBL2088110,Cc1cc(CNc2nccc(Nc3cc(CO)[nH]n3)n2)on1,794.33
CHEMBL2088111,CCc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1,39.81
CHEMBL2088112,CCc1cc(Nc2nc(NCc3cc(-c4ccccn4)no3)ncc2Br)n[nH]1,79.43
CHEMBL2088113,CCCc1cc(Nc2nc(NCc3cccnc3)ncc2Br)n[nH]1,25.12
CHEMBL2088256,CC(C)c1cc(Nc2nc(NCc3cccnc3)ncc2Br)n[nH]1,63.1
CHEMBL2088257,COCCCc1cc(Nc2ccnc(NCc3cc(C4CC4)no3)n2)n[nH]1,25.12
CHEMBL2088258,COCCCc1cc(Nc2ccnc(NCc3cc(C(N)=O)no3)n2)n[nH]1,63.1
CHEMBL2088259,COc1cc(CCc2cc(Nc3ccnc(NCc4ccccn4)n3)n[nH]2)cc(OC)c1,5.012
CHEMBL2088260,COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)on4)n3)n[nH]2)cc(OC)c1,1.995
CHEMBL2086721,Cc1ccccc1C(=C1C(=O)Nc2ccccc21)c1nc2ccccc2[nH]1,205.0
CHEMBL2086722,Cc1cccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)c1,814.0
CHEMBL2086723,Cc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,187.0
CHEMBL2086724,O=C1Nc2ccccc2C1=C(c1ccc(F)cc1)c1nc2ccccc2[nH]1,950.0
CHEMBL2086725,O=C1Nc2ccccc2C1=C(c1cccc(F)c1)c1nc2ccccc2[nH]1,79.0
CHEMBL2086726,O=C1Nc2ccccc2C1=C(c1cc(F)cc(F)c1)c1nc2ccccc2[nH]1,4000.0
CHEMBL2086727,O=C1Nc2ccccc2C1=C(c1nc2ccccc2[nH]1)c1ccc(F)cc1F,628.0
CHEMBL2086728,O=C1Nc2ccccc2C1=C(c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1,4899.0
CHEMBL2086729,O=C1Nc2ccccc2C1=C(c1nc2ccccc2[nH]1)c1ccc(Cl)cc1Cl,725.0
CHEMBL2086730,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,86.0
CHEMBL2086731,CCOc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,6293.0
CHEMBL2086732,Nc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1,57.0
CHEMBL2086733,O=C1Nc2ccc(Br)cc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,446.0
CHEMBL2086734,O=C1Nc2cc(Br)ccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,4880.0
CHEMBL2086735,O=C1Nc2c(Br)cccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,4880.0
CHEMBL2086736,O=C1Nc2ccc(C(=O)O)cc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,75.0
CHEMBL2086737,O=C1Nc2cc(C(=O)O)ccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,1586.0
CHEMBL2086738,O=C1Nc2c(C(=O)O)cccc2C1=C(c1ccccc1)c1nc2ccccc2[nH]1,24400.0
CHEMBL2086739,Nc1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,13.0
CHEMBL2086740,Cc1ccc(C(=C2C(=O)Nc3ccc(C(=O)O)cc32)c2nc3ccccc3[nH]2)cc1,67.0
CHEMBL2086741,Cc1ccc(C(=C2C(=O)Nc3ccc(N)cc32)c2nc3ccccc3[nH]2)cc1,51.0
CHEMBL2086742,COc1ccc2[nH]c(C(=C3C(=O)Nc4ccc(C(=O)O)cc43)c3ccccc3)nc2c1,39.0
CHEMBL2086743,COc1ccc2[nH]c(C(=C3C(=O)Nc4ccc(N)cc43)c3ccccc3)nc2c1,42.0
CHEMBL2086744,CCCCNC(=O)c1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,326.0
CHEMBL2086397,COCCNC(=O)c1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,199.0
CHEMBL2086745,CN1CCN(C(=O)c2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,70.0
CHEMBL2086746,CCCCNS(=O)(=O)c1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,300.0
CHEMBL2086747,COCCNS(=O)(=O)c1ccc2c(c1)C(=C(c1ccccc1)c1nc3ccccc3[nH]1)C(=O)N2,287.0
CHEMBL2086748,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,1950.0
CHEMBL2086749,CCN1CCC(Oc2ccc3c(c2)C(=C(c2ccccc2)c2nc4cc(OC)ccc4[nH]2)C(=O)N3)CC1,20.0
CHEMBL2086750,CCN1CCCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4cc(OC)ccc4[nH]2)C(=O)N3)C1,216.0
CHEMBL2086751,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4cc(OC)ccc4[nH]2)C(=O)N3)CC1,11.0
CHEMBL2086752,COCCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,46.0
CHEMBL2086753,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,5.0
CHEMBL2086754,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(C)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,10.0
CHEMBL2086755,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(OC)cc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,14.0
CHEMBL2086756,CCN1CCC(Nc2ccc3c(c2)C(=C(c2cccc(F)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,5.0
CHEMBL2086757,CCN1CCC(Nc2ccc3c(c2)C(=C(c2cc(F)cc(F)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,8.0
CHEMBL2086758,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2ncc[nH]2)C(=O)N3)CC1,12.0
CHEMBL2086759,CCN1CCC(Nc2ccc3c(c2)C(=C(c2cccc(F)c2)c2ncc[nH]2)C(=O)N3)CC1,13.0
CHEMBL2086760,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1,6.0
CHEMBL2087167,CCN1CCC(Nc2ccc3c(c2)C(=C(c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,4.0
CHEMBL2087168,CCN1CCC(Nc2ccc3c(c2)C(=C(c2cc(F)cc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.0
CHEMBL2087169,CCN1CCC(Nc2ccc3c(c2)C(=C(c2nc(C)c[nH]2)c2ccccc2F)C(=O)N3)CC1,8.0
CHEMBL2087170,O=C1Nc2ccccc2/C1=C/c1nc2ccccc2[nH]1,4880.0
CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,10000.0
CHEMBL2151321,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,8.7
CHEMBL2152252,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,3600.0
CHEMBL2152253,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,3600.0
CHEMBL2180605,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12.Cl,17.5
CHEMBL2205766,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,10000.0
CHEMBL2206666,O=C(Nc1cccc(Oc2ccc3nccn3n2)c1)c1cccc(C(F)(F)F)c1,5100.0
CHEMBL2216830,C=CC(=O)Nc1cccc(CN2C(=O)N(c3c(Cl)c(OC)cc(OC)c3Cl)Cc3cnc(NCCCCN(CC)CC)nc32)c1,9.2
CHEMBL2312304,O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,30000.0
CHEMBL2312303,O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,30000.0
CHEMBL2312654,Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,1710.0
CHEMBL2312652,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,30000.0
CHEMBL2312649,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,30000.0
CHEMBL2312646,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,12510.0
CHEMBL2312645,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,30000.0
CHEMBL1980391,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,28.0
CHEMBL2322701,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc(N)ccc1N2,50.0
CHEMBL2333365,Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,10000.0
CHEMBL2347053,O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],12.0
