CHEMBL2842,CHEMBL3650,CHEMBL1957
0.5136195816605602,0.5429365719730026,0.5716170582755666
0.8467685194344712,0.8712547562148971,0.7942786300819333
0.5327458321976268,0.5858457872242855,0.5391029998080037
0.6760786283711813,0.7940932622498519,0.6773609079446707
0.47043270590472597,0.5205151081174284,0.491530609386521
0.47769329404894584,0.5195186698101548,0.48909477121233813
