molecule_chembl_id,canonical_smiles,standard_value_norm,pIC50
CHEMBL24060,COP(=O)(O)Oc1ccccc1C=O,3300000.0,2.4814860601221125
CHEMBL26124,O=P(O)(O)C(O)C1CCCCC1,10000000.0,2.0
CHEMBL25431,O=P(O)(O)Oc1ccc2ccccc2c1,1000000.0,3.0
CHEMBL48809,CCOc1cc(OCC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,50000.0,4.301029995663981
CHEMBL78393,Cc1ccccc1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,410.0,6.3872161432802645
CHEMBL24648,COc1ccccc1C(O)P(=O)(O)O,10000000.0,2.0
CHEMBL312055,COc1ccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)cc1,50000.0,4.301029995663981
CHEMBL279466,O=Cc1cccc(C=O)c1OP(=O)(O)O,500000.0,3.3010299956639813
CHEMBL24555,CCc1ccc(NC(=O)P(=O)(O)OCc2ccccc2)cc1,5000000.0,2.3010299956639813
CHEMBL26164,CCOC(=O)c1ccc(NC(=O)P(=O)(O)O)cc1,3600000.0,2.4436974992327127
CHEMBL287276,O=C(NCc1ccccc1)P(=O)(O)O,4400000.0,2.3565473235138126
CHEMBL78802,COc1ccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)cc1OC,50000.0,4.301029995663981
CHEMBL81615,Cc1cc(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c(C)c1,360.0,6.443697499232712
CHEMBL312454,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Br,210.0,6.6777807052660805
CHEMBL312148,CCN(CC)CCOc1ccc(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,1650.0,5.782516055786093
CHEMBL24124,COc1ccc(OP(=O)(O)O)cc1,4000000.0,2.3979400086720375
CHEMBL24720,O=P(O)(O)C(O)c1ccccc1,10000000.0,2.0
CHEMBL78485,CCOc1cccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,50000.0,4.301029995663981
CHEMBL285443,O=P(O)(O)C(O)c1ccc(-c2ccccc2)cc1,10000000.0,2.0
CHEMBL81146,COc1cccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,36400.0,4.438898616350944
CHEMBL26349,Cc1cccc(C)c1OP(=O)(O)O,10000000.0,2.0
CHEMBL24771,CCCCOc1ccc(NC(=O)P(=O)(O)O)cc1,3900000.0,2.408935392973501
CHEMBL49658,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1,50000.0,4.301029995663981
CHEMBL78555,Cc1c(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c(C)c1C,50000.0,4.301029995663981
CHEMBL287555,Cc1cccc(OP(=O)(O)O)c1,4000000.0,2.3979400086720375
CHEMBL26404,O=P(O)(O)Oc1ccccc1Cl,3500000.0,2.4559319556497243
CHEMBL287275,O=C(O)c1ccccc1OP(=O)(O)O,2000000.0,2.6989700043360187
CHEMBL79274,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1cccc(Cl)c1Cl,4410.0,5.355561410532162
CHEMBL24336,O=P(O)(O)Oc1ccc(SC(F)(F)F)cc1,1200000.0,2.9208187539523753
CHEMBL285775,CC(=O)c1ccc2ccccc2c1OP(=O)(O)O,3500000.0,2.4559319556497243
CHEMBL24394,COC(=O)c1cc2ccccc2cc1OP(=O)(O)O,3200000.0,2.494850021680094
CHEMBL312048,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)ccc(Cl)c1Cl,1410.0,5.85078088734462
CHEMBL300171,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Br)cccc1Br,210.0,6.6777807052660805
CHEMBL26549,O=P(O)(O)ON1CCCc2cccc(O)c21,300000.0,3.5228787452803374
CHEMBL25780,CC(C)(C)c1ccc(OP(=O)(O)O)cc1,4000000.0,2.3979400086720375
CHEMBL24730,CCCOc1ccc(C(O)P(=O)(O)O)cc1,2400000.0,2.619788758288394
CHEMBL24447,O=C(NCCc1ccccc1)P(=O)(O)O,5000000.0,2.3010299956639813
CHEMBL81975,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1cc(F)cc(F)c1,1350.0,5.8696662315049934
CHEMBL421145,CCc1ccccc1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,10430.0,4.981715691573469
CHEMBL284997,COC(=O)c1ccc(OP(=O)(O)O)cc1,4000000.0,2.3979400086720375
CHEMBL445893,CCc1cc(CC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,50000.0,4.301029995663981
CHEMBL77781,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(F)cccc1F,800.0,6.096910013008056
CHEMBL82431,Cc1cccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,4170.0,5.379863945026242
CHEMBL26438,CC(C)OP(=O)(O)Oc1ccccc1C=O,2100000.0,2.6777807052660805
CHEMBL24745,O=P(O)(O)Oc1cccc2ccccc12,1000000.0,3.0
CHEMBL24645,CC(C)c1ccc(C(O)P(=O)(O)O)cc1,10000000.0,2.0
CHEMBL24656,O=C(Nc1ccc(OCc2ccccc2)cc1)P(=O)(O)O,800000.0,3.0969100130080562
CHEMBL24101,COC(=O)c1cccc(OP(=O)(O)O)c1,4000000.0,2.3979400086720375
CHEMBL24164,Cc1ccc(OP(=O)(O)O)cc1,2000000.0,2.6989700043360187
CHEMBL286467,N#CC1=CC=C2C=CC=C(O)C2N1OP(=O)(O)O,10000000.0,2.0
CHEMBL160566,Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c2ccccc21,28000.0,4.552841968657781
CHEMBL21162,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL158879,Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12,50000.0,4.301029995663981
CHEMBL157807,Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc21,800.0,6.096910013008056
CHEMBL345641,O=C(Nc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)Nc2ccccc2)[nH]c2ccccc12,7600.0,5.119186407719209
CHEMBL20426,Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL345837,Cn1c(SSc2c(C(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2C)c(C(=O)Nc2cccc(C(=O)O)c2)c2ccccc21,5300.0,5.275724130399211
CHEMBL346770,Cn1c(SSc2c(C(=O)c3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21,4000.0,5.3979400086720375
CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,30000.0,4.522878745280337
CHEMBL418010,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0
CHEMBL347161,Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21,4300.0,5.366531544420414
CHEMBL347659,COC(=O)c1ccc(CNC(=O)c2c(SSc3c(C(=O)NCc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,2500.0,5.6020599913279625
CHEMBL158596,COC(=O)c1cccc(NC(=O)c2c(SSc3c(C(=O)Nc4cccc(C(=O)OC)c4)c4ccccc4n3C)n(C)c3ccccc23)c1,5400.0,5.267606240177032
CHEMBL158797,Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21,22500.0,4.647817481888637
CHEMBL348069,COC(=O)c1ccc(NC(=O)c2c(SSc3c(C(=O)Nc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,4200.0,5.376750709602099
CHEMBL346553,COC(=O)c1ccc(C(=O)c2c(SSc3c(C(=O)c4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,7100.0,5.1487416512809245
CHEMBL352010,Cn1c(SSc2c(C(=O)Nc3cccnc3)c3ccccc3n2C)c(C(=O)Nc2cccnc2)c2ccccc21,50000.0,4.301029995663981
CHEMBL351920,CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12,11500.0,4.939302159646388
CHEMBL278103,Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL161226,CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,7900.0,5.102372908709558
CHEMBL347256,CN(C(=O)c1c(SSc2c(C(=O)N(C)c3ccccc3)c3ccccc3n2C)n(C)c2ccccc12)c1ccccc1,5500.0,5.259637310505756
CHEMBL422540,c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1,100000.0,4.0
CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,15700.0,4.804100347590766
CHEMBL435054,Cn1c(SSc2c(C(=O)Nc3ccccn3)c3ccccc3n2C)c(C(=O)Nc2ccccn2)c2ccccc21,47000.0,4.327902142064283
CHEMBL345211,Cn1c(SSc2c(C(=O)NCC(=O)O)c3ccccc3n2C)c(C(=O)NCC(=O)O)c2ccccc21,1000.0,6.0
CHEMBL345622,Cn1c(SSc2c(C(=O)Nc3cccs3)c3ccccc3n2C)c(C(=O)Nc2cccs2)c2ccccc21,50000.0,4.301029995663981
CHEMBL20867,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,100000.0,4.0
CHEMBL23531,CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC(C)c1nc(SCC2CCCCC2)c(C(N)=O)n1C,5300.0,5.275724130399211
CHEMBL158805,Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21,800.0,6.096910013008056
CHEMBL20252,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL345862,Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21,3500.0,5.455931955649724
CHEMBL20926,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL156281,Cn1c(SSc2c(C(=O)Nc3ccncc3)c3ccccc3n2C)c(C(=O)Nc2ccncc2)c2ccccc21,50000.0,4.301029995663981
CHEMBL21078,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1,100000.0,4.0
CHEMBL347854,Cc1ccc(S(=O)(=O)c2c(SSc3[nH]c4ccccc4c3S(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,5500.0,5.259637310505756
CHEMBL349322,Cn1c(SSc2c(C(=O)c3ccccc3)c3ccccc3n2C)c(C(=O)c2ccccc2)c2ccccc21,2600.0,5.585026652029182
CHEMBL156020,CCn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2CC)c(C(=O)Nc2ccccc2)c2ccccc21,100000.0,4.0
CHEMBL125898,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1,30000.0,4.522878745280337
CHEMBL423288,CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0
CHEMBL349762,COC(=O)c1ccccc1NC(=O)c1c(SSc2c(C(=O)Nc3ccccc3C(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,15600.0,4.806875401645539
CHEMBL23311,CCOC(=O)c1c(SCC2CCCCC2)nc(C(C)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(C)=O)n1C,6900.0,5.161150909262744
CHEMBL160207,CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12,500.0,6.301029995663981
CHEMBL142648,CCn1c(=O)ccc2cnc(Nc3ccccc3)nc21,21000.0,4.6777807052660805
CHEMBL342929,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,6700.0,5.173925197299174
CHEMBL348554,CN(C)CCNC(=O)c1c(SSc2c(C(=O)NCCN(C)C)c3ccccc3n2C)n(C)c2ccccc12,15200.0,4.818156412055227
CHEMBL22598,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC(C)c1nc(SCC2CCCCC2)c(C(N)=O)n1C,8600.0,5.0655015487564325
CHEMBL160935,Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,8300.0,5.080921907623926
CHEMBL347160,O=C(NCc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)NCc2ccccc2)[nH]c2ccccc12,16300.0,4.787812395596042
CHEMBL158275,Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,8000.0,5.096910013008056
CHEMBL77638,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,2700.0,5.568636235841013
CHEMBL60816,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccccn3)n2)c1,100000.0,4.0
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,100000.0,4.0
CHEMBL57581,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccc(Cl)cc3)n2)c1,100000.0,4.0
CHEMBL90976,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NOC(=O)Cc1cc(=O)oc2cc(O)ccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,90.0,7.045757490560675
CHEMBL300817,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0
CHEMBL57556,O=C(O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,126000.0,3.899629454882437
CHEMBL76937,CC(C)(NC(=O)CCc1ccc(O)c(P(=O)(O)O)c1)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,500000.0,3.3010299956639813
CHEMBL76350,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)N[C@@H](C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,3600.0,5.443697499232712
CHEMBL418279,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,100000.0,4.0
CHEMBL55683,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,100000.0,4.0
CHEMBL75182,CC(=O)NC(Cc1ccc(OCC(=O)O)cc1)C(=O)N[C@@H](C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,370000.0,3.431798275933005
CHEMBL59099,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,9800.0,5.008773924307505
CHEMBL57443,Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,16000.0,4.795880017344075
CHEMBL308164,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)Nc1ccc(OCC2CCCCC2)c(C(N)=O)c1,500000.0,3.3010299956639813
CHEMBL329886,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,200000.0,3.6989700043360187
CHEMBL265777,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)NC(C)(C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,3200.0,5.494850021680094
CHEMBL56669,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,3700.0,5.431798275933005
CHEMBL430902,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)C(Cc1ccc(O)c(O)c1)NOC(=O)CC1=CCC(=O)c2cc(O)ccc21)C(=O)N[C@@H](CCC(=O)O)C(=O)O,65000.0,4.187086643357144
CHEMBL58436,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,4900.0,5.309803919971486
CHEMBL59036,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,100000.0,4.0
CHEMBL358264,O=C(OCC(Cc1ccc(O)cc1)NS(=O)(=O)c1ccccc1)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1,12500.0,4.903089986991944
CHEMBL299707,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,100000.0,4.0
CHEMBL291963,c1cncc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)c1,1600.0,5.795880017344075
CHEMBL292866,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccn1,90000.0,4.045757490560675
CHEMBL90294,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,7000.0,5.154901959985743
CHEMBL56671,COC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,90000.0,4.045757490560675
CHEMBL432649,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)N/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,64.0,7.1938200260161125
CHEMBL308734,CCOP(=O)(O)c1cc(CC(NC(C)=O)C(=O)N[C@@H](C)c2ccc(OCC3CCCCC3)c(C(N)=O)c2)ccc1OCC(=O)O,7300.0,5.136677139879544
CHEMBL55379,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,2200.0,5.657577319177793
CHEMBL55742,O=C(O)c1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,44000.0,4.356547323513812
CHEMBL56904,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,7800.0,5.107905397309519
CHEMBL418270,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,9000.0,5.045757490560675
CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,500.0,6.301029995663981
CHEMBL56359,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,3000.0,5.522878745280337
CHEMBL430825,CC(C)(NC(=O)CCc1ccc(OS(=O)(=O)C(F)(F)F)c(P(=O)(O)O)c1)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,500000.0,3.3010299956639813
CHEMBL295806,O=C(OC1CCCC1Cc1ccc(O)cc1)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1,12500.0,4.903089986991944
CHEMBL1790417,CC[C@@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,500.0,6.301029995663981
CHEMBL57690,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,100000.0,4.0
CHEMBL328034,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,55000.0,4.259637310505756
CHEMBL60254,O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,10000.0,5.0
CHEMBL55662,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccncc3)n2)c1,100000.0,4.0
CHEMBL55592,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,78000.0,4.107905397309519
CHEMBL57553,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,14000.0,4.853871964321762
CHEMBL327820,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)O,54000.0,4.267606240177032
CHEMBL263721,CC(=O)NC(Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)NCc1ccc(OCC2CCCCC2)c(C(N)=O)c1,378000.0,3.4225082001627745
CHEMBL56081,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,93000.0,4.031517051446065
CHEMBL2370170,CC(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,160000.0,3.795880017344075
CHEMBL433507,CC(C)(NC(=O)CCc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,35400.0,4.450996737974212
CHEMBL58142,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,46000.0,4.337242168318426
CHEMBL58580,N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,100000.0,4.0
CHEMBL311114,CC(C)(NC(=O)CCc1ccc(OCn2cnnn2)c(P(=O)(O)O)c1)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,500000.0,3.3010299956639813
CHEMBL423330,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)c1nc(Cc2cccc(Cl)c2)no1,259000.0,3.586700235918748
CHEMBL132006,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc(I)cc2)no1,37000.0,4.431798275933005
CHEMBL444324,COc1cc2ncnc(Nc3cc(OC)c(OC(C)(C)C)c(OC)c3)c2cc1OC,2700.0,5.568636235841013
CHEMBL84179,COc1cc2c(Nc3cc(OC)c(OC)c(OC)c3)c(C#N)cnc2cc1OCCCN1CCC(O)CC1,5.3,8.275724130399212
CHEMBL411163,CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(N)=O)C(C)C,20000.0,4.698970004336019
CHEMBL134191,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)c1nc(CC2C=CC(C)=CC2(C)C)no1,312000.0,3.505845405981557
CHEMBL130106,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)c1nc(Cc2cccc(C(F)(F)F)c2)no1,115000.0,3.939302159646388
CHEMBL133511,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)c1nc(Cc2ccc(F)cc2)no1,200000.0,3.6989700043360187
CHEMBL341314,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CCC(N)=O)c1nc(Cc2ccc(Cl)cc2Cl)no1,500000.0,3.3010299956639813
CHEMBL129842,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](C)c1nc(Cc2cccc(Cl)c2)no1,68000.0,4.167491087293763
CHEMBL309682,COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,280.0,6.552841968657781
CHEMBL134030,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c1nc(Cc2ccc(F)cc2)no1,132000.0,3.87942606879415
CHEMBL83774,CCOc1c(OC)cc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,340.0,6.468521082957745
CHEMBL141704,O=C(Nc1cccc(O)c1)c1cc2ccc(O)cc2cc1O,16000.0,4.795880017344075
CHEMBL336957,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)C(C)C,261000.0,3.583359492661719
CHEMBL81073,COc1cc2ncc(C#N)c(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,35.0,7.455931955649724
CHEMBL130931,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1ccccc1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,123000.0,3.910094888560602
CHEMBL84803,COc1cc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc(OC)c1,980.0,6.008773924307505
CHEMBL134004,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1ccc(F)c(F)c1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,130000.0,3.886056647693163
CHEMBL131229,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1c[nH]c2ccccc12)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,62000.0,4.207608310501746
CHEMBL81261,CCCCOc1c(OC)cc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,490.0,6.309803919971486
CHEMBL314568,CCCCCCCCCCCCOc1c(OC)cc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1OC,180.0,6.7447274948966935
CHEMBL81090,COc1cc2ncc(C#N)c(Oc3cc(OC)c(OC)c(OC)c3)c2cc1OC,290.0,6.5376020021010435
CHEMBL130751,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCc1nc(Cc2ccc(C(F)(F)F)cc2)no1,500000.0,3.3010299956639813
